slug,brand,name,category,label,declaredType,detectedType,url,formatValid,duplicateCount,status,httpStatus,finalUrl,redirectCount,expectedDomain,domainMatch,checkedAt,note
4711-1,4711,オーデコロン,purchase,official,product,,https://4711.com/en/products/4711-echt-kolnisch-wasser-splash,true,2,redirect,200,https://4711.com/products/4711-echt-kolnisch-wasser-splash,1,4711.com,true,2026-07-18T13:48:53.395Z,duplicate_url_across_fields
4711-1,4711,オーデコロン,purchase,rakuten,product,product,https://hb.afl.rakuten.co.jp/hgc/g00pv5mn.k90d6eb3.g00pv5mn.k90d71f1/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fkousuimonogatari%2Fyon1004%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fkousuimonogatari%2Fi%2F10042692%2F&rafcid=wsc_i_is_9fdeb09f-0a42-4a33-b337-0ae38817954c,true,1,redirect,200,https://item.rakuten.co.jp/kousuimonogatari/yon1004/?scid=af_pc_etc&sc2id=af_101_0_0&rafcid=wsc_i_is_9fdeb09f-0a42-4a33-b337-0ae38817954c,3,rakuten.co.jp,true,2026-07-18T13:49:02.837Z,
4711-1,4711,オーデコロン,source,1:official,,,https://4711.com/en/products/4711-echt-kolnisch-wasser-splash,true,2,redirect,200,https://4711.com/products/4711-echt-kolnisch-wasser-splash,1,4711.com,true,2026-07-18T13:48:53.330Z,duplicate_url_across_fields
guerlain-1,Guerlain,オー インペリアル,purchase,official,product,,https://www.guerlain.com/fr/fr-fr/p/les-colognes-eau-de-cologne-imperiale-021766.html,true,2,blocked,403,https://www.guerlain.com/fr/fr-fr/p/les-colognes-eau-de-cologne-imperiale-021766.html,0,www.guerlain.com,true,2026-07-18T13:48:52.471Z,duplicate_url_across_fields
guerlain-1,Guerlain,オー インペリアル,purchase,rakuten,product,product,https://hb.afl.rakuten.co.jp/hgc/g00u4tbn.k90d61d0.g00u4tbn.k90d7ab4/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Frareu%2F2023093037%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frareu%2Fi%2F10008561%2F&rafcid=wsc_i_is_9fdeb09f-0a42-4a33-b337-0ae38817954c,true,1,redirect,200,https://item.rakuten.co.jp/rareu/2023093037/?scid=af_pc_etc&sc2id=af_101_0_0&rafcid=wsc_i_is_9fdeb09f-0a42-4a33-b337-0ae38817954c,3,rakuten.co.jp,true,2026-07-18T13:49:03.297Z,
guerlain-1,Guerlain,オー インペリアル,source,1:official,,,https://www.guerlain.com/fr/fr-fr/p/les-colognes-eau-de-cologne-imperiale-021766.html,true,2,blocked,403,https://www.guerlain.com/fr/fr-fr/p/les-colognes-eau-de-cologne-imperiale-021766.html,0,www.guerlain.com,true,2026-07-18T13:48:53.850Z,duplicate_url_across_fields
dolce-gabbana-1,Dolce&Gabbana,ライト ブルー プールオム,purchase,official,product,,https://www.dolcegabbana.com/en-gb/beauty/perfumes-for-him/light-blue-pour-homme/light-blue-pour-homme-eau-de-toilette---VT01CPVT0009V000.html,true,2,ok,200,https://www.dolcegabbana.com/en-gb/beauty/perfumes-for-him/light-blue-pour-homme/light-blue-pour-homme-eau-de-toilette---VT01CPVT0009V000.html,0,www.dolcegabbana.com,true,2026-07-18T13:48:53.953Z,duplicate_url_across_fields
dolce-gabbana-1,Dolce&Gabbana,ライト ブルー プールオム,purchase,rakuten,product,product,https://hb.afl.rakuten.co.jp/hgc/g00pv5mn.k90d6eb3.g00pv5mn.k90d71f1/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fkousuimonogatari%2F1082458%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fkousuimonogatari%2Fi%2F10013577%2F&rafcid=wsc_i_is_9fdeb09f-0a42-4a33-b337-0ae38817954c,true,1,redirect,200,https://item.rakuten.co.jp/kousuimonogatari/1082458/?scid=af_pc_etc&sc2id=af_101_0_0&rafcid=wsc_i_is_9fdeb09f-0a42-4a33-b337-0ae38817954c,3,rakuten.co.jp,true,2026-07-18T13:49:04.683Z,
dolce-gabbana-1,Dolce&Gabbana,ライト ブルー プールオム,source,1:official,,,https://www.dolcegabbana.com/en-gb/beauty/perfumes-for-him/light-blue-pour-homme/light-blue-pour-homme-eau-de-toilette---VT01CPVT0009V000.html,true,2,ok,200,https://www.dolcegabbana.com/en-gb/beauty/perfumes-for-him/light-blue-pour-homme/light-blue-pour-homme-eau-de-toilette---VT01CPVT0009V000.html,0,www.dolcegabbana.com,true,2026-07-18T13:48:54.573Z,duplicate_url_across_fields
hermes-2,Hermès,オー ドランジュ ヴェルト,purchase,rakuten,product,product,https://hb.afl.rakuten.co.jp/hgc/g00u0isn.k90d63fb.g00u0isn.k90d7eb4/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fcoscora%2F30118%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fcoscora%2Fi%2F10000814%2F&rafcid=wsc_i_is_9fdeb09f-0a42-4a33-b337-0ae38817954c,true,1,redirect,200,https://item.rakuten.co.jp/coscora/30118/?scid=af_pc_etc&sc2id=af_101_0_0&rafcid=wsc_i_is_9fdeb09f-0a42-4a33-b337-0ae38817954c,3,rakuten.co.jp,true,2026-07-18T13:49:05.320Z,
hermes-2,Hermès,オー ドランジュ ヴェルト,source,1:official,,,https://presse.hermes.com/parfum-beaute/wp-content/uploads/2019/07/cadb46dda518c7c50d5aa3e1aac935ae.pdf,true,1,ok,200,https://presse.hermes.com/parfum-beaute/wp-content/uploads/2019/07/cadb46dda518c7c50d5aa3e1aac935ae.pdf,0,presse.hermes.com,true,2026-07-18T13:49:04.191Z,
ck-1,CK,CK one,purchase,rakuten,product,product,https://hb.afl.rakuten.co.jp/hgc/g00ujqnn.k90d6c46.g00ujqnn.k90d76d1/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Ffragrance-u%2Fca-oneetsp%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Ffragrance-u%2Fi%2F10000444%2F&rafcid=wsc_i_is_9fdeb09f-0a42-4a33-b337-0ae38817954c,true,1,redirect,200,https://item.rakuten.co.jp/fragrance-u/ca-oneetsp/?scid=af_pc_etc&sc2id=af_101_0_0&rafcid=wsc_i_is_9fdeb09f-0a42-4a33-b337-0ae38817954c,3,rakuten.co.jp,true,2026-07-18T13:49:14.225Z,
ck-1,CK,CK one,source,1:official,,,https://www.calvinklein.us/en/ck-one-gift-set/LX001954.html,true,1,blocked,403,https://www.calvinklein.us/en/ck-one-gift-set/LX001954.html,0,www.calvinklein.us,true,2026-07-18T13:49:04.713Z,
montblanc-1,Montblanc,レジェンド,purchase,official,product,,https://www.montblanc.com/en-us/legend-eau-de-toilette-100-ml-MB107460.html,true,2,timeout,,https://www.montblanc.com/en-us/legend-eau-de-toilette-100-ml-MB107460.html,0,www.montblanc.com,true,2026-07-18T13:49:30.756Z,timeout;duplicate_url_across_fields
montblanc-1,Montblanc,レジェンド,purchase,rakuten,product,product,https://hb.afl.rakuten.co.jp/hgc/g00ss3zn.k90d6334.g00ss3zn.k90d7b5a/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fkousuiandco%2Fpage-mon007-030%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fkousuiandco%2Fi%2F10007872%2F&rafcid=wsc_i_is_9fdeb09f-0a42-4a33-b337-0ae38817954c,true,1,redirect,200,https://item.rakuten.co.jp/kousuiandco/page-mon007-030/?scid=af_pc_etc&sc2id=af_101_0_0&rafcid=wsc_i_is_9fdeb09f-0a42-4a33-b337-0ae38817954c,3,rakuten.co.jp,true,2026-07-18T13:49:15.557Z,
montblanc-1,Montblanc,レジェンド,source,1:official,,,https://www.montblanc.com/en-us/legend-eau-de-toilette-100-ml-MB107460.html,true,2,timeout,,https://www.montblanc.com/en-us/legend-eau-de-toilette-100-ml-MB107460.html,0,www.montblanc.com,true,2026-07-18T13:49:31.409Z,timeout;duplicate_url_across_fields
azzaro-1,Azzaro,プール オム,purchase,official,product,,https://www.azzaro.com/en/fragrances/azzaro-pour-homme/eau-de-toilette,true,2,ok,200,https://www.azzaro.com/en/fragrances/azzaro-pour-homme/eau-de-toilette,0,www.azzaro.com,true,2026-07-18T13:49:15.713Z,duplicate_url_across_fields
azzaro-1,Azzaro,プール オム,purchase,rakuten,product,product,https://hb.afl.rakuten.co.jp/hgc/g00pv5mn.k90d6eb3.g00pv5mn.k90d71f1/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fkousuimonogatari%2F1021975%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fkousuimonogatari%2Fi%2F10013275%2F&rafcid=wsc_i_is_9fdeb09f-0a42-4a33-b337-0ae38817954c,true,1,redirect,200,https://item.rakuten.co.jp/kousuimonogatari/1021975/?scid=af_pc_etc&sc2id=af_101_0_0&rafcid=wsc_i_is_9fdeb09f-0a42-4a33-b337-0ae38817954c,3,rakuten.co.jp,true,2026-07-18T13:49:26.555Z,
azzaro-1,Azzaro,プール オム,source,1:official,,,https://www.azzaro.com/en/fragrances/azzaro-pour-homme/eau-de-toilette,true,2,ok,200,https://www.azzaro.com/en/fragrances/azzaro-pour-homme/eau-de-toilette,0,www.azzaro.com,true,2026-07-18T13:49:17.220Z,duplicate_url_across_fields
chanel-1,Chanel,アリュール オム スポーツ,purchase,official,product,,https://www.chanel.com/jp/fragrance/p/123630/allure-homme-sport-eau-de-toilette-spray/,true,2,blocked,403,https://www.chanel.com/jp/fragrance/p/123630/allure-homme-sport-eau-de-toilette-spray/,0,www.chanel.com,true,2026-07-18T13:49:21.815Z,duplicate_url_across_fields
chanel-1,Chanel,アリュール オム スポーツ,purchase,rakuten,product,product,https://hb.afl.rakuten.co.jp/hgc/g00ss3zn.k90d6334.g00ss3zn.k90d7b5a/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fkousuiandco%2Fcha008-150%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fkousuiandco%2Fi%2F10000705%2F&rafcid=wsc_i_is_9fdeb09f-0a42-4a33-b337-0ae38817954c,true,1,redirect,200,https://item.rakuten.co.jp/kousuiandco/cha008-150/?scid=af_pc_etc&sc2id=af_101_0_0&rafcid=wsc_i_is_9fdeb09f-0a42-4a33-b337-0ae38817954c,3,rakuten.co.jp,true,2026-07-18T13:49:32.743Z,
chanel-1,Chanel,アリュール オム スポーツ,source,1:official,,,https://www.chanel.com/jp/fragrance/p/123630/allure-homme-sport-eau-de-toilette-spray/,true,2,blocked,403,https://www.chanel.com/jp/fragrance/p/123630/allure-homme-sport-eau-de-toilette-spray/,0,www.chanel.com,true,2026-07-18T13:49:27.107Z,duplicate_url_across_fields
paco-rabanne-1,Paco Rabanne,プール オム,purchase,rakuten,product,product,https://hb.afl.rakuten.co.jp/hgc/g00t5c4n.k90d68f1.g00t5c4n.k90d7d3e/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fdiogreco%2Fpr-pacorabannepourhommedt-100ml%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fdiogreco%2Fi%2F10005147%2F&rafcid=wsc_i_is_9fdeb09f-0a42-4a33-b337-0ae38817954c,true,1,redirect,200,https://item.rakuten.co.jp/diogreco/pr-pacorabannepourhommedt-100ml/?scid=af_pc_etc&sc2id=af_101_0_0&rafcid=wsc_i_is_9fdeb09f-0a42-4a33-b337-0ae38817954c,3,rakuten.co.jp,true,2026-07-18T13:49:37.992Z,
nautica-1,Nautica,ヴォヤージュ,purchase,official,product,,https://www.nautica.com/nautica-voyage-3.4-oz.-eau-de-toilette/99350241601.html,true,2,ok,200,https://www.nautica.com/nautica-voyage-3.4-oz.-eau-de-toilette/99350241601.html,0,www.nautica.com,true,2026-07-18T13:49:32.158Z,duplicate_url_across_fields
nautica-1,Nautica,ヴォヤージュ,purchase,rakuten,product,product,https://hb.afl.rakuten.co.jp/hgc/g00pv5mn.k90d6eb3.g00pv5mn.k90d71f1/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fkousuimonogatari%2Fnau1041%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fkousuimonogatari%2Fi%2F10051356%2F&rafcid=wsc_i_is_9fdeb09f-0a42-4a33-b337-0ae38817954c,true,1,redirect,200,https://item.rakuten.co.jp/kousuimonogatari/nau1041/?scid=af_pc_etc&sc2id=af_101_0_0&rafcid=wsc_i_is_9fdeb09f-0a42-4a33-b337-0ae38817954c,3,rakuten.co.jp,true,2026-07-18T13:49:42.456Z,
nautica-1,Nautica,ヴォヤージュ,source,1:official,,,https://www.nautica.com/nautica-voyage-3.4-oz.-eau-de-toilette/99350241601.html,true,2,ok,200,https://www.nautica.com/nautica-voyage-3.4-oz.-eau-de-toilette/99350241601.html,0,www.nautica.com,true,2026-07-18T13:49:33.057Z,duplicate_url_across_fields
ysl-1,YSL,Y メン オーデパルファン,purchase,official,product,,https://www.yslbeautyus.com/fragrance/mens-fragrances/y/y-eau-de-parfum/727YSL.html,true,2,blocked,403,https://www.yslbeautyus.com/fragrance/mens-fragrances/y/y-eau-de-parfum/727YSL.html,0,www.yslbeautyus.com,true,2026-07-18T13:49:33.311Z,duplicate_url_across_fields
ysl-1,YSL,Y メン オーデパルファン,source,1:official,,,https://www.yslbeautyus.com/fragrance/mens-fragrances/y/y-eau-de-parfum/727YSL.html,true,2,blocked,403,https://www.yslbeautyus.com/fragrance/mens-fragrances/y/y-eau-de-parfum/727YSL.html,0,www.yslbeautyus.com,true,2026-07-18T13:49:33.603Z,duplicate_url_across_fields
chanel-2,Chanel,エゴイスト プラチナム,purchase,official,product,,https://www.chanel.com/jp/fragrance/p/124460/platinum-egoiste-eau-de-toilette-spray/,true,2,blocked,403,https://www.chanel.com/jp/fragrance/p/124460/platinum-egoiste-eau-de-toilette-spray/,0,www.chanel.com,true,2026-07-18T13:49:34.007Z,duplicate_url_across_fields
chanel-2,Chanel,エゴイスト プラチナム,purchase,rakuten,product,product,https://hb.afl.rakuten.co.jp/hgc/g00rbw6n.k90d6fcb.g00rbw6n.k90d7a2a/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Faquabouquet%2Fcha00320%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Faquabouquet%2Fi%2F10008181%2F&rafcid=wsc_i_is_9fdeb09f-0a42-4a33-b337-0ae38817954c,true,1,redirect,200,https://item.rakuten.co.jp/aquabouquet/cha00320/?scid=af_pc_etc&sc2id=af_101_0_0&rafcid=wsc_i_is_9fdeb09f-0a42-4a33-b337-0ae38817954c,3,rakuten.co.jp,true,2026-07-18T13:49:44.672Z,
chanel-2,Chanel,エゴイスト プラチナム,source,1:official,,,https://www.chanel.com/jp/fragrance/p/124460/platinum-egoiste-eau-de-toilette-spray/,true,2,blocked,403,https://www.chanel.com/jp/fragrance/p/124460/platinum-egoiste-eau-de-toilette-spray/,0,www.chanel.com,true,2026-07-18T13:49:34.571Z,duplicate_url_across_fields
gucci-1,Gucci,ギルティ プールオム,purchase,official,product,,https://www.gucci.com/us/en/pr/beauty/fragrances/fragrances-for-men/gucci-guilty-pour-homme-90ml-eau-de-toilette-p-563057999990099,true,2,timeout,,https://www.gucci.com/us/en/pr/beauty/fragrances/fragrances-for-men/gucci-guilty-pour-homme-90ml-eau-de-toilette-p-563057999990099,0,www.gucci.com,true,2026-07-18T13:50:00.659Z,timeout;duplicate_url_across_fields
gucci-1,Gucci,ギルティ プールオム,purchase,rakuten,product,product,https://hb.afl.rakuten.co.jp/hgc/g00ss3zn.k90d6334.g00ss3zn.k90d7b5a/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fkousuiandco%2Fpage-guc016-050%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fkousuiandco%2Fi%2F10003462%2F&rafcid=wsc_i_is_9fdeb09f-0a42-4a33-b337-0ae38817954c,true,1,redirect,200,https://item.rakuten.co.jp/kousuiandco/page-guc016-050/?scid=af_pc_etc&sc2id=af_101_0_0&rafcid=wsc_i_is_9fdeb09f-0a42-4a33-b337-0ae38817954c,3,rakuten.co.jp,true,2026-07-18T13:49:49.309Z,
gucci-1,Gucci,ギルティ プールオム,source,1:official,,,https://www.gucci.com/us/en/pr/beauty/fragrances/fragrances-for-men/gucci-guilty-pour-homme-90ml-eau-de-toilette-p-563057999990099,true,2,timeout,,https://www.gucci.com/us/en/pr/beauty/fragrances/fragrances-for-men/gucci-guilty-pour-homme-90ml-eau-de-toilette-p-563057999990099,0,www.gucci.com,true,2026-07-18T13:50:08.550Z,timeout;duplicate_url_across_fields
dior-3,Dior,ソヴァージュ EDP,purchase,official,product,,https://www.dior.com/ja_jp/beauty/products/%E3%82%BD%E3%83%B4%E3%82%A1%E3%83%BC%E3%82%B8%E3%83%A5-%E3%82%AA%E3%83%BC%E3%83%89%E3%82%A5-%E3%83%91%E3%83%AB%E3%83%95%E3%82%A1%E3%83%B3-Y0785220.html,true,2,blocked,403,https://www.dior.com/ja_jp/beauty/products/%E3%82%BD%E3%83%B4%E3%82%A1%E3%83%BC%E3%82%B8%E3%83%A5-%E3%82%AA%E3%83%BC%E3%83%89%E3%82%A5-%E3%83%91%E3%83%AB%E3%83%95%E3%82%A1%E3%83%B3-Y0785220.html,0,www.dior.com,true,2026-07-18T13:49:45.211Z,duplicate_url_across_fields
dior-3,Dior,ソヴァージュ EDP,purchase,rakuten,product,product,https://hb.afl.rakuten.co.jp/hgc/g00pl3fn.k90d6b94.g00pl3fn.k90d70c3/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fwish%2F10047089%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fwish%2Fi%2F10048660%2F&rafcid=wsc_i_is_9fdeb09f-0a42-4a33-b337-0ae38817954c,true,1,redirect,200,https://item.rakuten.co.jp/wish/10047089/?scid=af_pc_etc&sc2id=af_101_0_0&rafcid=wsc_i_is_9fdeb09f-0a42-4a33-b337-0ae38817954c,3,rakuten.co.jp,true,2026-07-18T13:49:56.211Z,
dior-3,Dior,ソヴァージュ EDP,source,1:official,,,https://www.dior.com/ja_jp/beauty/products/%E3%82%BD%E3%83%B4%E3%82%A1%E3%83%BC%E3%82%B8%E3%83%A5-%E3%82%AA%E3%83%BC%E3%83%89%E3%82%A5-%E3%83%91%E3%83%AB%E3%83%95%E3%82%A1%E3%83%B3-Y0785220.html,true,2,blocked,403,https://www.dior.com/ja_jp/beauty/products/%E3%82%BD%E3%83%B4%E3%82%A1%E3%83%BC%E3%82%B8%E3%83%A5-%E3%82%AA%E3%83%BC%E3%83%89%E3%82%A5-%E3%83%91%E3%83%AB%E3%83%95%E3%82%A1%E3%83%B3-Y0785220.html,0,www.dior.com,true,2026-07-18T13:49:49.850Z,duplicate_url_across_fields
calvin-klein-1,Calvin Klein,エタニティ フォーメン,purchase,official,product,,https://www.calvinklein.us/en/men/fragrance/fragrance/eternity-eau-de-toilette-for-men/LX000145-000.html,true,2,blocked,403,https://www.calvinklein.us/en/men/fragrance/fragrance/eternity-eau-de-toilette-for-men/LX000145-000.html,0,www.calvinklein.us,true,2026-07-18T13:49:50.372Z,duplicate_url_across_fields
